ID;Shortlist;NAZEV;NAZEV CELY;MISTO;ADRESA;STAT;STATUS;ROK;WWW;FB;LOGO;POZNAMKA;PIVO;FOTO;GPS;Y;X;VISITED;KRAJ;OKRES;ORP;OBEC
396;Pivovar (Brewery);Český Rudolec;Zámecký Pivovar Český Rudolec;Český Rudolec;Český Rudolec 75, Český Rudolec;Czechia;restaurační pivovar (brewpub);2015;http://www.zamek-ceskyrudolec.cz;https://www.facebook.com/Pivovar-%C4%8Cesk%C3%BD-Rudolec-115962171786988;https://goo.gl/ZbbZvB;;Coura, Černá růže, Grasel, Rytíř Picchioni, Štěpán, Vladyka;;N 49°4.01340', E 15°19.55107';49.06689;15.325851;NO;Jihočeský kraj;Jindřichův Hradec;Dačice;Český Rudolec
397;Pivovar (Brewery);Galant;Mikulovský pivovar Galant;Mikulov;Mlýnská 739/2, Mikulov;Czechia;restaurační pivovar (brewpub);2015;http://www.galant.cz;https://www.facebook.com/GalantPivovar;https://goo.gl/nsSwZk;;Galant;https://flic.kr/s/aHsmfHmFut;N 48°48.45550', E 16°38.43835';48.807592;16.640639;YES;Jihomoravský kraj;Břeclav;Mikulov;Mikulov
398;Pivovar (Brewery);Albert;Zámecký pivovar Albert;Sobotín;Sobotín 13, Sobotín;Czechia;minipivovar (craftbrewery);2015;http://www.resortsobotin.cz;https://www.facebook.com/ResortSobotin;https://goo.gl/s7psU5;;Albert;https://flic.kr/s/aHskwMknb1;N 50°1.09850', E 17°4.85323';50.018308;17.080887;YES;Olomoucký kraj;Šumperk;Šumperk;Sobotín
399;Pivovar (Brewery);Příšov;Minipivovar Příšov;Příšov;Příšov 30, Příšov;Czechia;restaurační pivovar (brewpub);2015;http://www.prisov.cz;https://www.facebook.com/Restaurace-a-Minipivovar-P%C5%99%C3%AD%C5%A1ov-1547323172167594;https://goo.gl/phGdK2;;Příšovská;https://flic.kr/s/aHsm82YZr9;N 49°48.71427', E 13°18.23230';49.811904;13.303872;YES;Plzeňský kraj;Plzeň-sever;Nýřany;Příšov
400;Pivovar (Brewery);Čechovka;Pivovar Čechovka;Havlíčkův Brod;U Kasáren 1518, Havlíčkův Brod;Czechia;minipivovar s výčepem (craftbrewery with a bar);2016;http://pivovarcechovka.cz;https://www.facebook.com/pivovarcechovka;https://goo.gl/fyLwYn;;Gulbrúna, Karel, Mnichov, Rosomák, Šklíba, Zrzek;;N 49°36.01257', E 15°34.11612';49.6002094;15.5686019;NO;Kraj Vysočina;Havlíčkův Brod;Havlíčkův Brod;Havlíčkův Brod
401;Pivovar (Brewery);Kozojedy;Pivovar Kozojedy;Kozojedy;Kozojedy 120, Kozojedy;Czechia;minipivovar s výčepem (craftbrewery with a bar);2017;http://pivovarkozojedy.cz;https://www.facebook.com/Pivovar-a-hospoda-v-Kozojedech-922815767825624;https://goo.gl/BVwDpN;;Kozojedy;https://flic.kr/s/aHsm7pXojd;N 49°56.00897', E 13°32.53812';49.9334828;13.5423019;YES;Plzeňský kraj;Plzeň-sever;Kralovice;Kozojedy
402;Pivovar (Brewery);Hluboká;Pivovar Hluboká;Hluboká nad Vltavou;nám. Čsl. armády 1111, Hluboká nad Vltavou;Czechia;restaurační pivovar (brewpub);2017;http://pivovarhluboka.cz;https://www.facebook.com/pivovarhluboka;https://goo.gl/F61XQf;;Baltazar, Kašpar, Melichar;;N 49°3.05822', E 14°26.16235';49.0509703;14.4360392;NO;Jihočeský kraj;České Budějovice;České Budějovice;Hluboká nad Vltavou
403;Pivovar (Brewery);Ogar;Pivovar Ogar;Kunčice pod Ondřejníkem;Kunčice pod Ondřejníkem 315, Kunčice pod Ondřejníkem;Czechia;restaurační pivovar (brewpub);2017;https://www.pivovarogar.cz;https://www.facebook.com/pivovarogar;https://goo.gl/zSdMsB;"Do února 2018 fungoval pod názvem ""Kunčický pivovar""";(Richard), Ogar;https://flic.kr/s/aHsmdYrJPg;N 49°32.12885', E 18°17.68893';49.5354808;18.2948156;YES;Moravskoslezský kraj;Frýdek-Místek;Frýdlant nad Ostravicí;Kunčice pod Ondřejníkem
404;Pivovar (Brewery);Grádo;Pivovar MFC-GRADO;Tišnov;Červený Mlýn 170, Tišnov;Czechia;restaurační pivovar (brewpub);2017;http://www.pivovargrado.cz;https://www.facebook.com/gradotisnov;https://goo.gl/6tBDDJ;;Grádo;https://flic.kr/s/aHsmfgWiNj;N 49°20.47387', E 16°25.21040';49.3412311;16.4201733;YES;Jihomoravský kraj;Brno-venkov;Tišnov;Tišnov
405;Pivovar (Brewery);Transformátor;První rodinný poloautomatický pivovar Hlavatce;Hlavatce;Hlavatce 9, Hlavatce;Czechia;minipivovar (craftbrewery);2016;;https://www.facebook.com/pivovar.transformator;https://goo.gl/G5gXKV;;Diktátor, Transformátor;;N 49°17.79488', E 14°37.37053';49.2965814;14.6228422;NO;Jihočeský kraj;Tábor;Soběslav;Hlavatce
406;Pivovar (Brewery);Kytín;Pivovar Kytín;Kytín;Kytín 205, Kytín;Czechia;restaurační pivovar (brewpub);2017;http://www.pivovarkytin.cz;https://www.facebook.com/PivovarKytin;https://goo.gl/E2Utsk;;Kytínská;;N 49°51.04782', E 14°13.15742';49.8507969;14.2192903;NO;Středočeský kraj;Praha-západ;Černošice;Kytín
407;Pivovar (Brewery);Loď;Loď Pivovar;Praha - Staré Město;Dvořákovo nábřeží, Štefánikův most - Kotviště číslo 19, Praha 1 - Staré Město;Czechia;restaurační pivovar (brewpub);2017;http://www.pivolod.cz;https://www.facebook.com/Lo%C4%8F-Pivovar-1333568129987327;https://goo.gl/iKkdtN;;Legie, Monarchie, Remorkér, Republika, Titanic;https://flic.kr/s/aHsmeQLtKd;N 50°5.60788', E 14°25.58110';50.0934647;14.4263517;YES;Hlavní město Praha;Hlavní město Praha;Hlavní město Praha;Praha
408;Pivovar (Brewery);Malešov;Přátelský pivovar Malešov;Malešov;Malešov 56, Malešov;Czechia;minipivovar s výčepem (craftbrewery with a bar);2017;http://www.pivovarmalesov.cz;https://www.facebook.com/pivovarmalesov;https://goo.gl/8E8vqS;;Malešov;https://flic.kr/s/aHskEHBwBU;N 49°54.68627', E 15°13.31658';49.9114378;15.2219431;YES;Středočeský kraj;Kutná Hora;Kutná Hora;Malešov
409;Pivovar (Brewery);Jarošovský;Jarošovský pivovar;Uherské Hradiště - Jarošov;Pivovarská 303, Uherské Hradiště - Jarošov;Czechia;minipivovar (craftbrewery);2017;http://jarosovskypivovar.cz;https://www.facebook.com/jarosovskypivovar;https://goo.gl/PNdnSh;;Jarošovská, Jarošovský Jura, Šohaj;;N 49°4.95888', E 17°29.42963';49.0826481;17.4904939;NO;Zlínský kraj;Uherské Hradiště;Uherské Hradiště;Uherské Hradiště
410;Pivovar (Brewery);U Šenkýřů;Šťáhlavický Pivovar U Šenkýřů;Šťáhlavice;Šťáhlavice 150, Šťáhlavy - Šťáhlavice;Czechia;minipivovar (craftbrewery);2017;;https://www.facebook.com/pivovarusenkyru;https://goo.gl/jTSGgu;;Lopata, Šťáhlavický Kosičkář;;N 49°39.57832', E 13°31.57255';49.6596386;13.5262092;NO;Plzeňský kraj;Plzeň-město;Plzeň;Šťáhlavy
411;Pivovar (Brewery);Máša;Pivovar Máša;Řevničov;Vrchlického 259, Řevničov;Czechia;minipivovar (craftbrewery);2017;http://www.pivomasa.cz;https://www.facebook.com/pivovarmasa.cz;https://goo.gl/bkKDkU;;Don Chichot, Sheriff;;N 50°10.90617', E 13°48.61785';50.1817694;13.8102975;NO;Středočeský kraj;Rakovník;Rakovník;Řevničov
412;Pivovar (Brewery);Křikloun;Domácí minipivovar Křikloun;Hodonín;Velkomoravská 2209/69, Hodonín;Czechia;minipivovar (craftbrewery);2017;http://www.krikloun.cz;https://www.facebook.com/krikloun;https://goo.gl/jWCjvh;;Křikloun;https://flic.kr/s/aHsm7ZV951;N 48°51.03373', E 17°7.04932';48.8505622;17.1174886;YES;Jihomoravský kraj;Hodonín;Hodonín;Hodonín
413;Pivovar (Brewery);U Jirsáka;Minipivovar U Jirsáka;Vikýřovice;Šumperská 128, Vikýřovice;Czechia;restaurační pivovar (brewpub);2017;http://www.penzionjirsak.cz;https://www.facebook.com/penzionjirsak;https://goo.gl/JQ5PgB;;Jirsák;https://flic.kr/s/aHskuFTfMM;N 49°58.04670', E 17°0.11115';49.967445;17.0018525;YES;Olomoucký kraj;Šumperk;Šumperk;Vikýřovice
414;Pivovar (Brewery);Dašice;Pivovar Dašice;Dašice;Komenského 27, Dašice;Czechia;restaurační pivovar (brewpub);2017;http://pivovardasice.cz;https://www.facebook.com/pivovar.dasice;https://goo.gl/oT31BL;;Tradiční;https://flic.kr/s/aHsmgDrpRR;N 50°1.72733', E 15°54.91460';50.0287889;15.9152433;YES;Pardubický kraj;Pardubice;Pardubice;Dašice
415;Pivovar (Brewery);Poděbradský;Poděbradský pivovar;Poděbrady;Husova 24/11, Poděbrady - Poděbrady I;Czechia;restaurační pivovar (brewpub);2017;http://restauracevpivovare.cz;https://www.facebook.com/Poděbradský-Pivovar-230720060721046;https://goo.gl/cQ3pRX;;Poděbradský zdroj;https://flic.kr/s/aHsm82gT8E;N 50°8.56660', E 15°6.96590';50.1427767;15.1160983;YES;Středočeský kraj;Nymburk;Poděbrady;Poděbrady
416;Pivovar (Brewery);Kamenice nad Lipou;Pivovar Kamenice nad Lipou;Kamenice nad Lipou;nám. Čsl. armády 2, Kamenice nad Lipou;Czechia;restaurační pivovar (brewpub);2017;http://www.pivovar-kamenice.cz;https://www.facebook.com/PivovarKamenice;https://goo.gl/Y962ak;;Kamenická;;N 49°18.11053', E 15°4.70395';49.3018422;15.0783992;NO;Kraj Vysočina;Pelhřimov;Pelhřimov;Kamenice nad Lipou
417;Pivovar (Brewery);Knajzl;Rodinný pivovar Knajzl;Brňany;Brňany 155, Brňany;Czechia;minipivovar s výčepem (craftbrewery with a bar);2017;http://pivovarknajzl.cz;;https://goo.gl/BxXvBJ;;Brňanský;;N 50°28.73998', E 14°8.73265';50.4789997;14.1455442;NO;Ústecký kraj;Litoměřice;Litoměřice;Brňany
418;Pivovar (Brewery);JBM Brew Lab;JBM Brew Lab;Brno;Ptašínského 315/12, Brno-Královo Pole - Ponava;Czechia;minipivovar (craftbrewery);2017;;https://www.facebook.com/JBMBrewLabPub;https://goo.gl/7CPGbN;;First Dance, First Date, First Night, Guava Dinosour, MimiAle, Zombie Geisha;;N 49°12.71218', E 16°36.02002';49.2118697;16.6003336;NO;Jihomoravský kraj;Brno-město;Brno;Brno
419;Pivovar (Brewery);Bukovar;Rodinný pivovar Bukovar;Dolní Bukovsko;nám. Jiráskovo 54, Dolní Bukovsko;Czechia;minipivovar s výčepem (craftbrewery with a bar);2017;http://www.bukovar.cz;https://www.facebook.com/bukovar;https://goo.gl/QAwLS8;;Hungry bear, Hunky monkey, Proud lion, Space coyote;;N 49°10.32772', E 14°34.85905';49.1721286;14.5809842;NO;Jihočeský kraj;České Budějovice;Týn nad Vltavou;Dolní Bukovsko
420;Pivovar (Brewery);Horní Chrášťany;Pivovar Horní Chrášťany;Horní Chrášťany;Horní Chrášťany 43, Lhenice - Horní Chrášťany;Czechia;restaurační pivovar (brewpub);2017;http://www.ekofarmachrastany.cz;https://www.facebook.com/pivovarhornichrastany;https://goo.gl/Hxd9bd;;Vysoká Běta;;N 49°0.05135', E 14°11.87758';49.0008558;14.1979597;NO;Jihočeský kraj;Prachatice;Prachatice;Lhenice
421;Pivovar (Brewery);U Sudu;Hospodský pivovar U Sudu;Jihlava;Fibichova 954/21, Jihlava;Czechia;restaurační pivovar (brewpub);2017;;https://www.facebook.com/Hospodský-pivovar-U-Sudu-151972064973213;https://goo.gl/YCJZpM;;Zajda;;N 49°23.62485', E 15°35.19975';49.3937475;15.5866625;NO;Kraj Vysočina;Jihlava;Jihlava;Jihlava
422;Pivovar (Brewery);Dědkův mlýn;Minipivovar Dědkův mlýn;Unhošť - Dědkův mlýn;Unhošť ev.č. 488, Unhošť;Czechia;restaurační pivovar (brewpub);2017;http://www.dedkuv-mlyn.cz;https://www.facebook.com/PivnibarDedkuvmlyn;https://goo.gl/qPKiSF;;Pitmaster;;N 50°3.11565', E 14°5.95125';50.0519275;14.0991875;NO;Středočeský kraj;Kladno;Kladno;Unhošť
423;Pivovar (Brewery);Volt;Pivovar Volt;Jablonec nad Nisou;Palackého 2302/28, Jablonec nad Nisou;Czechia;restaurační pivovar (brewpub);2017;http://pivovarvolt.cz;https://www.facebook.com/pivovarvolt;https://goo.gl/MJ9x6c;;Akumulátor, Elektron, Jiskra, Pojistka, Startér, Zesilovač;;N 50°43.90998', E 15°10.19425';50.7318331;15.1699042;YES;Liberecký kraj;Jablonec nad Nisou;Jablonec nad Nisou;Jablonec nad Nisou
424;Pivovar (Brewery);Heřmanický;Heřmanický pivovar;Ostrava - Heřmanice;Vrbická 614/131, Ostrava - Slezská Ostrava-Heřmanice;Czechia;restaurační pivovar (brewpub);2017;http://www.hermanicky-pivovar.cz;https://www.facebook.com/HermanickyPivovar;https://goo.gl/fHTbJe;;Heřmanický;https://flic.kr/s/aHskwArBpW;N 49°51.55725', E 18°19.80365';49.8592875;18.3300608;YES;Moravskoslezský kraj;Ostrava-město;Ostrava;Ostrava
425;Pivovar (Brewery);Kalikovar;Pivovar Kalikovar;Plzeň;Radčická 60/40, Plzeň 3 - Jižní Předměstí;Czechia;minipivovar (craftbrewery);2017;http://www.pmpivovary.cz;https://www.facebook.com/Kalikovar-1971581929736226;https://goo.gl/2E6Mys;;Kalik;;N 49°45.02417', E 13°21.93977';49.7504028;13.3656628;NO;Plzeňský kraj;Plzeň-město;Plzeň;Plzeň
426;Pivovar (Brewery);Český Krumlov;Historický pivovar Český Krumlov;Český Krumlov;Pivovarská 27, Český Krumlov - Latrán;Czechia;restaurační pivovar (brewpub);2016;http://www.pivovarceskykrumlov.cz;https://www.facebook.com/Historický-pivovar-Český-Krumlov-1705939106379562;https://goo.gl/P9G7y7;;;;N 48°48.79830', E 14°19.16782';48.8133050;14.3194636;NO;Jihočeský kraj;Český Krumlov;Český Krumlov;Český Krumlov
427;Pivovar (Brewery);Skřivánek;Minipivovar Skřivánek;Lukov;K Tuskulu 338, Lukov;Czechia;uzavřený pivovar (closed brewery);2016 / 2016;http://minipivovar-skrivanek.cz;;https://goo.gl/CSqNLR;;Bezedník, Brůno, JaFerda, Karel IV., Kurýr, Nadýmák, Negr, Sailern, Šebestián, Šmurýn, Štěpán, Vítek;;N 49°17.45643', E 17°44.41852';49.290941;17.740309;NO;Zlínský kraj;Zlín;Zlín;Lukov
428;Pivovar (Brewery);Dejf;Řemeslný pivovar Dejf;Studénka;2. května 390, Studénka;Czechia;minipivovar (craftbrewery);2017;http://www.pivovardejf.cz;https://www.facebook.com/pivovarDejf;https://goo.gl/Ptf3ie;;Atomico, Mechanico, Whale;https://flic.kr/s/aHsmfNr5Xn;N 49°43.33913', E 18°4.71993';49.7223189;18.0786656;YES;Moravskoslezský kraj;Nový Jičín;Bílovec;Studénka
429;Pivovar (Brewery);Trojan;Měšťanský Pivovar Trojan;Telč;Myslibořská 299, Telč - Telč-Štěpnice;Czechia;minipivovar s výčepem (craftbrewery with a bar);2017;http://www.pivovar-trojan.cz;https://www.facebook.com/pivovar.trojan;https://goo.gl/n1QWXy;;Měšťanský, Oskar, Telčský;;N 49°11.17057', E 15°27.92780';49.1861761;15.4654633;NO;Kraj Vysočina;Jihlava;Telč;Telč
430;Pivovar (Brewery);JungBerg;Rodinný pivovar JungBerg;Hořice;Riegrova 619, Hořice;Czechia;minipivovar (craftbrewery);2017;http://jungberg.cz;https://www.facebook.com/PivovarJungBerg;https://goo.gl/eRtgHg;;Hořický, LucIPA, PetrAle, PP;;N 50°22.17993', E 15°38.30242';50.3696656;15.6383736;NO;Královéhradecký kraj;Jičín;Hořice;Hořice
431;Pivovar (Brewery);Špitt;Pivovar Špitt;Zahořany;Zahořany 90, Křešice - Zahořany;Czechia;minipivovar s výčepem (craftbrewery with a bar);2017;http://pivovar-spitt.webnode.cz;https://www.facebook.com/Pivovar-%C5%A0pitt-487345268278807;https://goo.gl/LQLAF2;;Špitt;;N 50°31.87633', E 14°13.04855';50.5312722;14.2174758;NO;Ústecký kraj;Litoměřice;Litoměřice;Křešice
432;Pivovar (Brewery);JELPL;Minipivovar JELPL Kobeřice;Kobeřice;Kobeřice 60, Hradčany-Kobeřice - Kobeřice;Czechia;minipivovar (craftbrewery);2017;;https://www.facebook.com/Pivovar-Koberice-336494666511980;https://goo.gl/zJqhe9;;;;N 49°22.17775', E 17°6.75077';49.3696292;17.1125128;NO;Olomoucký kraj;Prostějov;Prostějov;Hradčany-Kobeřice
433;Pivovar (Brewery);Mlýn;Pivovar Mlýn;Střížovice;Střížovice 41, Snědovice - Střížovice;Czechia;minipivovar s výčepem (craftbrewery with a bar);2017;http://www.pivovar-mlyn.cz;https://www.facebook.com/pivovarmlyn;https://goo.gl/1ZRR4G;;;;N 50°31.17320', E 14°23.06065';50.5195533;14.3843442;NO;Ústecký kraj;Litoměřice;Litoměřice;Snědovice
434;Pivovar (Brewery);Hnanice;Pivovar Hnanice;Hnanice;nám. sv. Wolfganga 97, Hnanice;Czechia;restaurační pivovar (brewpub);2017;http://penzion-hnanice.cz;https://www.facebook.com/pivovar.hnanice;https://goo.gl/kcHgTU;;;;N 48°47.83223', E 15°59.22653';48.7972039;15.9871089;NO;Jihomoravský kraj;Znojmo;Znojmo;Hnanice
435;Pivovar (Brewery);Velkorakovský;Velkorakovský minipivovar;Prostějov;Průmyslová 4544/1c, Prostějov;Czechia;minipivovar (craftbrewery);2017;http://velkorakovskepivo.cz;https://www.facebook.com/Velkorakovský-minipivovar-176059596205220;https://goo.gl/isQTCA;V budoucnu se chtějí přestěhovat do Rakové u Konic;Masaj, Rupert, Velkorakovská;https://flic.kr/s/aHsmupzZ4n;N 49°28.15127', E 17°7.83053';49.4691878;17.1305089;YES;Olomoucký kraj;Prostějov;Prostějov;Prostějov
436;Pivovar (Brewery);U Přeška;Pivovar U Přeška;Přeštice;Masarykovo nám. 311, Přeštice;Czechia;restaurační pivovar (brewpub);2017;;https://www.facebook.com/www.presticky.pivovar.cz;https://goo.gl/2zbD72;;Kilián, Marlena, Maurus, Schönborn;;N 49°34.36448', E 13°19.83663';49.5727414;13.3306106;NO;Plzeňský kraj;Plzeň-jih;Přeštice;Přeštice
437;Pivovar (Brewery);Krásenský;Krásenský pivovar;Valašské Meziříčí;Na Tržnici 78/1, Valašské Meziříčí - Krásno nad Bečvou;Czechia;restaurační pivovar (brewpub);2017;https://www.krasenskypivovar.cz;https://www.facebook.com/krasenskypivovar;https://goo.gl/19rcTJ;;Krásenská, Krásenské;https://flic.kr/s/aHskws9usG;N 49°28.42702', E 17°58.31903';49.4737836;17.9719839;YES;Zlínský kraj;Vsetín;Valašské Meziříčí;Valašské Meziříčí
438;Pivovar (Brewery);První Soběšický;První Soběšický pivovar;Brno - Soběšice;Zeiberlichova 60/52, Brno-sever - Soběšice;Czechia;minipivovar (craftbrewery);2017;http://www.sobesicke-pivo.cz;https://www.facebook.com/PrvniSobesickyPivovar;https://goo.gl/JPVqAX;;Soběšická;;N 49°15.28948', E 16°37.37642';49.2548247;16.6229403;NO;Jihomoravský kraj;Brno-město;Brno;Brno
439;Pivovar (Brewery);Krum;Pivovar Krum;Moravský Krumlov;Znojemská 393, Moravský Krumlov;Czechia;restaurační pivovar (brewpub);2017;http://www.pivokrum.cz;https://www.facebook.com/HotelRokiten;https://goo.gl/Mijpde;;Krum;https://flic.kr/s/aHskwAuyt9;N 49°2.34145', E 16°18.74477';49.0390242;16.3124128;YES;Jihomoravský kraj;Znojmo;Moravský Krumlov;Moravský Krumlov
440;Pivovar (Brewery);Hradecký Klenot;Měšťanský pivovar Hradecký Klenot;Hradec Králové;Velké náměstí 26/36, Hradec Králové;Czechia;restaurační pivovar (brewpub);2017;http://www.hradeckyklenot.cz;https://www.facebook.com/hradeckyklenot;https://goo.gl/eA4tXc;;Hradecký Klenot;https://flic.kr/s/aHsmgCSYUv;N 50°12.56677', E 15°50.08750';50.2094461;15.8347917;YES;Královéhradecký kraj;Hradec Králové;Hradec Králové;Hradec Králové
441;Pivovar (Brewery);Sokolnice;Panský pivovar Sokolnice;Sokolnice;Zámecká 151, Sokolnice;Czechia;restaurační pivovar (brewpub);2017;http://pivovarsokolnice.cz;;https://goo.gl/aoadSq;;Antonie, Leopold, Sadovský, Sokolnická;https://flic.kr/s/aHsmfyepEF;N 49°7.13297', E 16°43.64477';49.1188828;16.7274128;YES;Jihomoravský kraj;Brno-venkov;Šlapanice;Sokolnice
442;Pivovar (Brewery);Moravia;Pivovar Moravia;Brno - Medlánky;Kytnerova 403/5, Brno - Medlánky;Czechia;minipivovar (craftbrewery);2017;http://www.pivovar-moravia.cz;https://www.facebook.com/pivovarmoravia;https://goo.gl/cdyTNY;;Jošt, Petrov;;N 49°14.55020', E 16°34.46948';49.2425033;16.5744914;NO;Jihomoravský kraj;Brno-město;Brno;Brno
443;Pivovar (Brewery);Hanácký;Hanácký pivovar;Olomouc - Holice;Šlechtitelů 139/14, Olomouc - Holice;Czechia;minipivovar (craftbrewery);2017;http://www.hanackypivovar.cz;https://www.facebook.com/hanackypivovar;https://goo.gl/UU78uR;;Chmelař, Sladař, Vladař;;N 49°34.45882', E 17°16.67965';49.5743136;17.2779942;NO;Olomoucký kraj;Olomouc;Olomouc;Olomouc
444;Pivovar (Brewery);Filištín;Chrudimský pivovar Filištín;Chrudim;Filištínská 34, Chrudim - Chrudim I;Czechia;minipivovar s výčepem (craftbrewery with a bar);2017;http://www.pivovarfilistin.cz;https://www.facebook.com/Chrudimský-pivovar-Filištín-710162185850950;https://goo.gl/Bep6fT;;Filištín;;N 49°57.15270', E 15°47.60290';49.952545;15.7933817;NO;Pardubický kraj;Chrudim;Chrudim;Chrudim
445;Pivovar (Brewery);Genius noci;Pivovar Genius noci;Lomnice;nám. Palackého 330, Lomnice;Czechia;minipivovar (craftbrewery);2017;http://geniusnoci.cz;https://www.facebook.com/GeniusNoci;https://goo.gl/sqPdpr;;;https://flic.kr/s/aHsmpzz8ZK;N 49°24.28613', E 16°24.84372';49.4047689;16.4140619;NO;Jihomoravský kraj;Brno-venkov;Tišnov;Lomnice
446;Pivovar (Brewery);Čepice;Minipivovar Čepice;Čepice;Čepice 4, Rabí - Čepice;Czechia;minipivovar (craftbrewery);2017;https://www.minipivovar-cepice.cz;https://www.facebook.com/minipivovarcepice;https://goo.gl/DsbA2z;;Šafář;;N 49°16.00930', E 13°35.74342';49.2668217;13.5957236;NO;Plzeňský kraj;Klatovy;Sušice;Rabí
447;Pivovar (Brewery);Vyškov;Pivovar Vyškov;Vyškov;náměstí Čsl. armády 116/4, Vyškov - Vyškov-Město;Czechia;uzavřený pivovar (closed brewery);1680 / 2017;http://www.pivovyskov.cz;https://www.facebook.com/vyskovskepivo;https://goo.gl/iY6zSc;;Atlet, Březňák, Cechmistrovský Grunt, Cross the World, Dubmistr, Džbán, Generál, Jubiler, Řezák, Tmavý Džbán, Vyškovské;https://flic.kr/s/aHskugot4n;N 49°16.55573', E 16°59.94563';49.2759289;16.9990939;NO;Jihomoravský kraj;Vyškov;Vyškov;Vyškov
448;Pivovar (Brewery);Písecký;Písecký hradební pivovar;Písek;V Koutě 90, Písek - Vnitřní Město;Czechia;restaurační pivovar (brewpub);2017;http://piseckypivovar.cz;https://www.facebook.com/piseckypivovar;https://goo.gl/nV8gBS;;;;N 49°18.53152', E 14°9.01782';49.3088586;14.1502969;NO;Jihočeský kraj;Písek;Písek;Písek
449;Pivovar (Brewery);Zenke;Pivovar Zenke;Ženklava;Ženklava 210, Ženklava;Czechia;minipivovar s výčepem (craftbrewery with a bar);2017;http://www.zenke.cz;;https://goo.gl/W9Qn1W;;Zenke;https://flic.kr/s/aHskwAspVw;N 49°33.59133', E 18°6.32022';49.5598556;18.1053369;YES;Moravskoslezský kraj;Nový Jičín;Kopřivnice;Ženklava
450;Pivovar (Brewery);Chmelnice;Pivovar Chmelnice;Napajedla;Palackého 115, Napajedla;Czechia;restaurační pivovar (brewpub);2017;http://www.pivovarchmelnice.cz;https://www.facebook.com/pivovarchmelnice;https://goo.gl/QNcLxv;;Chmelničák;https://flic.kr/s/aHsmc7yutA;N 49°10.62428', E 17°31.01743';49.1770714;17.5169572;YES;Zlínský kraj;Zlín;Otrokovice;Napajedla
451;Pivovar (Brewery);Pecký;Pecký pivovar;Pec pod Sněžkou;Pec pod Sněžkou 124, Pec pod Sněžkou;Czechia;restaurační pivovar (brewpub);2017;http://www.boudamama.cz;https://www.facebook.com/peckypivovar;https://goo.gl/LJp3mK;;;;N 50°42.48400', E 15°43.95328';50.7080667;15.7325547;NO;Královéhradecký kraj;Trutnov;Trutnov;Pec pod Sněžkou
452;Pivovar (Brewery);Ettore;Pivovar Ettore;Jíloviště;Všenorská 45, Jíloviště;Czechia;restaurační pivovar (brewpub);2017;https://www.hotelpalacecinema.cz;https://www.facebook.com/HotelPalaceCinema;https://goo.gl/9jfM2Z;;Black Bess, Eliška, Ettore, Royale;;N 49°55.48883', E 14°20.12190';49.9248139;14.335365;NO;Středočeský kraj;Praha-západ;Černošice;Jíloviště
453;Pivovar (Brewery);Z-Stage;Řemeslný minipivovar Z-Stage;Velká Bystřice;ČSA 556, Velká Bystřice;Czechia;minipivovar (craftbrewery);2017;http://www.z-stage.cz;https://www.facebook.com/pivovarzstage;https://goo.gl/fFNKks;;;https://flic.kr/s/aHsmrrFyk5;N 49°35.27632', E 17°20.80100';49.5879386;17.3466833;YES;Olomoucký kraj;Olomouc;Olomouc;Velká Bystřice
454;Pivovar (Brewery);Neratov;Poutní pivovar Neratov;Bartošovice v Orlických horách - Neratov;Bartošovice v Orlických horách 118, Bartošovice v Orlických horách - Neratov;Czechia;minipivovar (craftbrewery);2017;https://www.neratov.cz;https://www.facebook.com/PivovarNeratov;https://goo.gl/aywViT;;Prorok;;N 50°12.89140', E 16°33.17627';50.2148567;16.5529378;NO;Královéhradecký kraj;Rychnov nad Kněžnou;Rychnov nad Kněžnou;Bartošovice v Orlických horách
455;Hospoda (Pub);Kulečník u Hrocha;Kulečník u Hrocha;Liberec - Starý Harcov;17. listopadu 590/14, Liberec XV - Starý Harcov;Czechia;pivovarská hospoda (pub from craftbrewery);;http://www.hroch-liberec.cz;https://www.facebook.com/Hrochpub;https://goo.gl/rVfy7b;Pivo je na čepu jen příležitostně;Hroch;;N 50°46.20687', E 15°5.38113';50.7701144;15.0896856;NO;Liberecký kraj;Liberec;Liberec;Liberec
456;Pivovar (Brewery);Trilobit;Pivovar Trilobit;Praha - Libeň;U Libeňského pivovaru 1499/4, Praha 8;Czechia;minipivovar (craftbrewery);2017;http://www.pivovartrilobit.com;https://www.facebook.com/pivovartrilobit;https://goo.gl/abeqhz;;Trilobit;;N 50°6.45250', E 14°28.56367';50.1075417;14.4760611;NO;Hlavní město Praha;Hlavní město Praha;Hlavní město Praha;Praha
457;Pivovar (Brewery);Kail;Pivovar Kail;Praha-Zbraslav - Lahovice;Strakonická 100, Praha-Zbraslav - Lahovice;Czechia;minipivovar s výčepem (craftbrewery with a bar);2017;https://pivovarkail.cz;https://www.facebook.com/pivovarkail;https://goo.gl/xj2Xhs;Kontejnerový pivovar od Smart Brewery;Oktor, Osma;;N 50°0.11735', E 14°23.68465';50.0019558;14.3947442;NO;Hlavní město Praha;Hlavní město Praha;Hlavní město Praha;Praha
